번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
79,관광숙박업,03_11_01_P,3700000,CDFI2260032019000001,2019-02-26,,1,영업/정상,13,영업중,,,,,052-277-2700,,,울산광역시 남구 삼산동 216-12,울산광역시 남구 삼산로383번길 6-17 (삼산동),44712,브라운도트,2021-12-28 10:45,U,2021-12-30 2:40,,413056.4009,229303.0514,관광숙박업,,일반상업지역,10,,,,숙박시설,10,0,50,0,,,0,0,,0,0,,0,2892.05,,0,,,,,,,0,,,,2892,관광호텔업
80,관광숙박업,03_11_01_P,4810000,CDFI2260032019000003,2019-02-26,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 화양면 이천리 200-19,전라남도 여수시 화양면 옥천로 1063-13,59651,노을드림 펜션,2024-05-28 9:39,U,2024-05-30 2:40,,253529.6608,138579.5548,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,10,233,,,,,,,,,,233,,,,,,,,,,,,,233,호스텔업
81,관광숙박업,03_11_01_P,4810000,CDFI2260032019000004,2019-02-26,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 화양면 이천리 206-1,전라남도 여수시 화양면 옥천로 1063-15,59651,노을드림#,2024-05-08 9:22,U,2024-05-10 2:40,,253503.373,138573.0689,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,0,10,247,,,0,0,,0,0,,0,247.23,,0,,,,,,,0,,,,247,호스텔업
82,관광숙박업,03_11_01_P,3010000,CDFI2260032019000001,2019-02-11,,1,영업/정상,13,영업중,,,,,236721976,,,서울특별시 중구 남산동2가 18-6번지,서울특별시 중구 퇴계로20길 35 (남산동2가),4629,자자백팩커스,2020-06-17 18:19,U,2020-06-19 2:40,,198730.3971,450725.5631,관광숙박업,,일반주거지역,5,,,,,4,1,20,608,zaza backpackers,hostel,0,0,,0,0,,0,607.64,,0,,,,,,,0,,,,608,호스텔업
83,관광숙박업,03_11_01_P,3380000,CDFI2260032019000003,2019-02-08,,1,영업/정상,13,영업중,,,,,051-755-3333,,,부산광역시 수영구 수영동 450-5번지,부산광역시 수영구 망미번영로52번길 112 (수영동),48232,브라운도트 호텔 수영,2019-02-08 10:50,I,2019-02-10 2:21,,392540.6658,187537.6433,관광숙박업,,일반상업지역,6,,,,숙박시설,6,1,49,2282,Brown-dot Hotel Suyeong,TOURIST ACCOMMODATION (hostel),,,,,,,,2281.67,,,,,,,,,100000000,,,,2282,호스텔업
84,관광숙박업,03_11_01_P,3380000,CDFI2260032019000002,2019-01-31,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 184-36,부산광역시 수영구 광남로 158 (민락동),48284,허니슬립,2022-03-23 13:58,U,2022-03-25 2:40,,392979.8982,186054.2252,관광숙박업,,,2,,,,,0,0,4,0,,,0,0,,0,0,,0,83.37,,0,,,,,,,0,,,,83,호스텔업
85,관광숙박업,03_11_01_P,3490000,CDFI2260032019000002,2019-03-19,,1,영업/정상,13,영업중,,,,,327513950,,,인천광역시 중구 을왕동 678-73번지 바다풍경,"인천광역시 중구 선녀바위로55번길 2, 바다풍경 (을왕동)",22383,바다풍경,2019-05-03 15:29,U,2019-05-05 2:40,,144997.9503,437872.4357,관광숙박업,,,4,,,,,4,,,,,,,,,,,,,769.55,,,,,,,,,80000000,,,,770,호스텔업
86,관광숙박업,03_11_01_P,4810000,CDFI2260032019000005,2019-03-14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 신월동 116-10,전라남도 여수시 신월로 531 (신월동),59747,멋진 하루,2022-06-09 8:20,U,2022-06-11 2:40,,264581.6068,136309.0122,관광숙박업,,일반주거지역,4,기타,,,숙박시설,3,1,,,,,,,,,,,,357,,,,,,,,,,,,,357,호스텔업
87,관광숙박업,03_11_01_P,3530000,CDFI2260032019000001,2019-01-28,,1,영업/정상,13,영업중,,,,,032-432-7023,,,인천광역시 남동구 구월동 1142-33,인천광역시 남동구 남동대로777번길 36 (구월동),21556,호텔 진,2022-06-15 11:39,U,2022-06-17 2:40,,173894.9578,438936.5355,관광숙박업,,일반상업지역,0,,,,,0,0,64,0,,,0,0,,0,0,,0,4970.07,,0,,,,,,,0,,,,4970,관광호텔업
88,관광숙박업,03_11_01_P,3380000,CDFI2260032019000004,2019-03-22,,1,영업/정상,13,영업중,,,,,051-751-2266,,,부산광역시 수영구 민락동 181-154번지 오션브릿지,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 8~10층 (민락동)",48283,H-에비뉴 광안리해변점,2019-07-23 13:37,U,2019-07-25 2:40,,393521.9986,185933.101,관광숙박업,,준주거지역,,,,,,,,34,20571,H-avenue Hotel Gwanganlihaebyeon,"TOURIST ACCOMMODATION
(a tourist hotel)",,,,,,,,1497.35,,,,,,,,,180000000,,,,1497,관광호텔업
89,관광숙박업,03_11_01_P,5330000,CDFI2260032019000001,2019-02-21,,1,영업/정상,13,영업중,,,,,,,,경상남도 통영시 정량동 1219-1번지 울라봉,"경상남도 통영시 동문로 51, 울라봉 (정량동)",53049,울라봉 호스텔,2020-01-26 11:37,U,2020-01-28 2:40,,330627.0075,150691.7506,관광숙박업,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,호스텔업
90,관광숙박업,03_11_01_P,6510000,CDFI2260032012001080,2012-07-12,,1,영업/정상,13,영업중,,,,,064-782-1000,,,제주특별자치도 제주시 구좌읍 하도리 2999-1,"제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6, 하바나 리조트",63362,오투힐 리조트,2021-10-08 14:54,U,2021-10-10 2:40,,188191.4311,3521.938056,관광숙박업,,자연녹지지역,5,기타,,,숙박시설,4,1,36,2905,,,,,,,,,,2904.64,,,,,,,,,,,,,2905,가족호텔업
91,관광숙박업,03_11_01_P,4820000,CDFI2260032019000001,2019-03-05,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조곡동 91-28,전라남도 순천시 자경2길 22-26 (조곡동),57954,팔마여관,2022-07-05 15:33,U,2022-07-07 2:40,,245785.338,161338.6197,관광숙박업,,일반주거지역,1,,,,숙박시설,1,,1,74,,,,,,,,,,74,,,,,,,,,,,,,74,호스텔업
92,관광숙박업,03_11_01_P,5310000,CDFI2260032022000001,2022-04-21,,1,영업/정상,13,영업중,,,,,055-749-8591,,,경상남도 진주시 지수면 승산리 209-9,"경상남도 진주시 지수면 지수로 506, 1층",52610,지수남명진취가,2022-05-02 14:12,U,2022-05-04 2:40,,315589.9468,193785.1478,관광숙박업,,일반주거지역,1,주택가주변,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,228.25,,0,,,,,,,94000000,,,,228,호스텔업
93,관광숙박업,03_11_01_P,4191000,CDFI2260032023000001,2023-08-30,,1,영업/정상,13,영업중,,,,,033-743-5553,,,"강원특별자치도 원주시 반곡동 1897-5 , 3~6층","강원특별자치도 원주시 양지로 56, 3~6층 (반곡동)",26462,호텔 덕영,2023-09-08 16:29,U,2023-09-10 2:40,,287184.7895,425385.2188,관광숙박업,,일반상업지역,7,학교정화(상대),,,숙박시설,6,1,37,0,Hotel Deokyeong,Tourist hotel business,0,0,,0,0,,0,2006.56,,0,,,,,,,10000000,,,,2007,관광호텔업
94,관광숙박업,03_11_01_P,4341000,CDFI2260032023000001,2023-07-26,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 고성군 토성면 봉포리 20,"강원특별자치도 고성군 토성면 토성로 19-1, 3층",24765,겨울바다 호스텔,2023-07-26 18:56,I,2023-07-28 0:18,,337092.9573,528493.7939,관광숙박업,,일반주거지역,0,주택가주변,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,362.89,,0,,,,,,,0,,,,363,호스텔업
95,관광숙박업,03_11_01_P,4810000,CDFI2260032023000016,2023-08-03,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1273-17,전라남도 여수시 돌산읍 무술목길 61,59771,아이테르,2023-08-03 20:23,I,2023-08-05 0:18,,271442.2746,132581.3977,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,2466.87,,0,,,,,,,100000000,,,,2467,호스텔업
96,관광숙박업,03_11_01_P,5380000,CDFI2260032023000001,2023-09-08,,1,영업/정상,13,영업중,,,,,055-810-7711,,,경상남도 양산시 하북면 지산리 6-18,경상남도 양산시 하북면 통도8길 7,50502,아몬드키즈호텔 양산통도사점,2024-03-26 15:30,U,2024-03-28 2:40,,388885.6731,223656.0897,관광숙박업,,일반상업지역,0,,,,숙박시설,6,1,6,0,,,0,0,,0,0,,0,953.76,,0,,,,,,,0,,,,954,호스텔업
97,관광숙박업,03_11_01_P,5710000,CDFI2260032023000002,2023-08-01,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 청원구 내수읍 우산리 507-8,충청북도 청주시 청원구 내수읍 우산길 29,28148,라온풀빌라,2023-08-02 16:51,I,2023-08-04 0:18,,252347.52,358005.0124,관광숙박업,,관리지역,1,,,,,0,0,9,442,,,0,0,,0,0,,0,442.2,,0,,,,,,,0,,,,442,호스텔업
98,관광숙박업,03_11_01_P,4201000,CDFI2260032023000009,2023-08-08,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 강릉시 사천면 방동리 66-3,강원특별자치도 강릉시 사천면 가둔지길 9,25440,그란데마레,2023-08-08 10:47,I,2023-08-10 0:18,,365317.9674,482310.4576,관광숙박업,,,0,,,,,5,0,0,0,,,0,0,,0,0,,0,589.01,,0,,,,,,,0,,,,589,호스텔업
99,관광숙박업,03_11_01_P,3380000,CDFI2260032023000013,2023-08-21,,1,영업/정상,13,영업중,,,,,051-639-9982,,,부산광역시 수영구 민락동 110-42 마린리치,"부산광역시 수영구 광안해변로344번길 17-5, 마린리치 7층 (민락동)",48280,감성온도광안,2024-02-19 17:43,U,2024-02-21 2:40,,394112.3896,186080.8915,관광숙박업,,,0,,,,,7,0,2,0,,,0,0,,0,0,,0,191.86,,0,,,,,,,114000000,,,,192,호스텔업
100,관광숙박업,03_11_01_P,3230000,CDFI2260032023000001,2023-08-08,,1,영업/정상,13,영업중,,,,,02-408-9230,,,서울특별시 송파구 문정동 61-15 메리제인호텔,"서울특별시 송파구 송파대로20길 6 (문정동, 메리제인호텔)",5807,메리제인호텔,2024-02-23 11:26,U,2024-02-25 2:40,,210857.0257,442611.3944,관광숙박업,,일반주거지역,10,기타,,,호텔,8,2,29,0,,,0,0,,0,0,,0,996.15,,0,,,,,,,3000000000,,,,996,소형호텔업
101,관광숙박업,03_11_01_P,3400000,CDFI2260032023000005,2023-07-14,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 기장읍 시랑리 733,부산광역시 기장군 기장읍 기장해안로 267-7,46083,아난티 앳 부산,2023-07-21 13:39,U,2023-07-23 2:40,,402276.8805,191097.7122,관광숙박업,,,13,,,,,12,1,110,0,,,0,0,,0,0,,0,49516.4,,0,,,,,,,8751952900,,,,49516,관광호텔업
102,관광숙박업,03_11_01_P,3400000,CDFI2260032023000006,2023-07-14,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 기장읍 시랑리 732,부산광역시 기장군 기장읍 기장해안로 267-17,46083,빌라쥬드 아난티 빌라동,2023-11-20 13:42,U,2023-11-22 2:40,,402105.9405,191464.8483,관광숙박업,,,5,,,,,3,2,130,0,,,0,0,,0,0,,0,110080.1,,0,,,,,,,8751952900,,,,110080,휴양콘도미니엄업
103,관광숙박업,03_11_01_P,3400000,CDFI2260032023000007,2023-07-14,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 기장읍 시랑리 733,부산광역시 기장군 기장읍 기장해안로 267-7,46083,빌라쥬드 아난티 클리퍼,2023-11-20 13:42,U,2023-11-22 2:40,,402276.8805,191097.7122,관광숙박업,,,14,,,,,12,2,110,0,,,0,0,,0,0,,0,49516.4,,0,,,,,,,8751952900,,,,49516,휴양콘도미니엄업
104,관광숙박업,03_11_01_P,4390000,CDFI2260032023000001,2023-08-09,,1,영업/정상,13,영업중,,,,,043-820-8100,,,충청북도 충주시 수안보면 온천리 305,충청북도 충주시 수안보면 주정산로 6,27497,유원재,2023-08-09 18:39,I,2023-08-11 0:18,,288083.3186,372433.1222,관광숙박업,,일반상업지역,2,기타,,,숙박시설,1,1,0,0,,,0,0,,0,0,,0,4996.6,,0,,,,,,,7000000000,,,,4997,호스텔업
105,관광숙박업,03_11_01_P,4201000,CDFI2260032023000006,2023-08-04,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 강릉시 주문진읍 주문리 829-21,강원특별자치도 강릉시 주문진읍 해안로 2005,25404,스테이올라,2023-08-31 16:49,U,2023-09-02 2:40,,360507.485,490872.246,관광숙박업,,,0,,,,,5,0,0,0,,,0,0,,0,0,,0,504.68,,0,,,,,,,0,,,,505,호스텔업
106,관광숙박업,03_11_01_P,4201000,CDFI2260032023000007,2023-08-04,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 강릉시 주문진읍 주문리 173,강원특별자치도 강릉시 주문진읍 해안로 1867,25411,고즈넉한주문,2023-08-29 11:03,U,2023-08-31 2:40,,361253.7071,489989.3398,관광숙박업,,일반주거지역,0,,,,,5,0,0,0,,,0,0,,0,0,,0,813.11,,0,,,,,,,0,,,,813,호스텔업
107,관광숙박업,03_11_01_P,4201000,CDFI2260032023000008,2023-08-04,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 강릉시 연곡면 영진리 68,강원특별자치도 강릉시 연곡면 영진길 87,25430,오르도,2023-08-04 13:54,I,2023-08-06 0:18,,362280.1449,486729.2846,관광숙박업,,일반주거지역,5,,,,숙박시설,5,1,0,0,,,0,0,,0,0,,0,890.65,,0,,,,,,,0,,,,891,호스텔업
108,관광숙박업,03_11_01_P,4810000,CDFI2260032023000014,2023-07-14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 고소동 544,전라남도 여수시 고소1길 57 (고소동),59738,슈가몽 544,2023-07-14 17:37,I,2023-07-16 0:19,,267548.9324,138143.5235,관광숙박업,,일반주거지역,3,기타,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,136.32,,0,,,,,,,10000000,,,,136,호스텔업
109,관광숙박업,03_11_01_P,4810000,CDFI2260032023000015,2023-07-14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 신덕동 96-5,전라남도 여수시 신덕2길 90 (신덕동),59620,달뜨리 몬당,2023-09-18 9:38,U,2023-09-20 2:40,,270080.1064,147607.9026,관광숙박업,,일반주거지역,1,주택가주변,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,94.05,,0,,,,,,,0,,,,94,호스텔업
110,관광숙박업,03_11_01_P,3330000,CDFI2260032023000003,2023-07-18,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 송정동 182-20,부산광역시 해운대구 송정중앙로9번길 78-2 (송정동),48070,미니먼트,2023-07-18 17:37,I,2023-07-20 0:18,,400694.8289,189706.5591,관광숙박업,,일반주거지역,3,학교정화(상대),,,숙박시설,3,0,2,0,,,0,0,,0,0,,0,142.08,,0,,,,,,,0,,,,142,호스텔업
111,관광숙박업,03_11_01_P,4810000,CDFI2260032023000011,2023-06-30,,1,영업/정상,13,영업중,,,,,061-641-2224,,,전라남도 여수시 돌산읍 평사리 1318-110,전라남도 여수시 돌산읍 안굴전길 24,59771,아브리코풀빌라앤리조트,2023-11-28 10:40,U,2023-11-30 2:40,,,,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,2,1,18,0,,,0,0,,0,0,,0,5069.32,,0,,,,,,,500000000,,,,5069,호스텔업
112,관광숙박업,03_11_01_P,4810000,CDFI2260032023000012,2023-06-30,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 고소동 42-4,전라남도 여수시 고소3길 72 (고소동),59739,힐하우스호스텔,2023-06-30 13:03,I,2023-07-02 0:19,,267920.6789,138002.3375,관광숙박업,,일반주거지역,2,주택가주변,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,155.18,,0,,,,,,,35000000,,,,155,호스텔업
113,관광숙박업,03_11_01_P,4810000,CDFI2260032023000013,2023-06-30,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 697-105,전라남도 여수시 돌산읍 우두1길 30,59768,우노맨션,2024-01-26 17:46,U,2024-01-28 2:40,,267894.3717,136636.1108,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,0,6,491,,,0,0,,0,0,,0,491.46,,0,,,,,,,250000000,,,,491,호스텔업
114,관광숙박업,03_11_01_P,3380000,CDFI2260032023000011,2023-07-10,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 광안동 188-4,"부산광역시 수영구 남천바다로 13, 2층 (광안동)",48301,STAY 고우담 광안점,2023-09-11 16:01,U,2023-09-13 2:40,,392418.6829,185448.5912,관광숙박업,,,0,,,,,2,0,2,0,,,0,0,,0,0,,0,50.61,,0,,,,,,,10000000,,,,51,호스텔업
115,관광숙박업,03_11_01_P,3130000,CDFI2260032023000001,2023-06-30,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 460-25,서울특별시 마포구 월드컵북로5길 41 (서교동),4002,크리에이터타운 서교,2023-07-12 16:18,U,2023-07-14 2:40,,192579.7277,450446.8908,관광숙박업,,일반주거지역,10,,,,,7,3,296,0,,,0,0,,0,0,,0,13942.06,,0,,,,,,,0,,,,13942,관광호텔업
116,관광숙박업,03_11_01_P,3290000,CDFI2260032023000001,2023-08-14,,1,영업/정상,13,영업중,,,,,051-815-5050,,,부산광역시 부산진구 부전동 524-48,부산광역시 부산진구 부전로 28 (부전동),47288,H AVENUE,2024-04-02 11:28,U,2024-04-04 2:40,,387324.9367,185693.7679,관광숙박업,,,0,,,,,0,0,43,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,관광호텔업
117,관광숙박업,03_11_01_P,3380000,CDFI2260032023000012,2023-08-14,,1,영업/정상,13,영업중,,,,,051-639-9982,,,부산광역시 수영구 민락동 110-87 골든뷰,"부산광역시 수영구 민락수변로 125, 골든뷰 10층 (민락동)",48280,보다스테이 1호점,2023-12-26 14:46,U,2023-12-28 2:40,,394388.1096,186096.2496,관광숙박업,,,10,,,,,10,0,2,0,,,0,0,,0,0,,0,143.67,,0,,,,,,,80000000,,,,144,호스텔업
118,관광숙박업,03_11_01_P,4160000,CDFI2260032023000007,2023-07-18,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 가평읍 달전리 산 87-5,경기도 가평군 가평읍 북한강변로 1007-72,12422,더쉼풀빌라,2023-07-19 10:13,I,2023-07-20 0:18,,246030.9352,478037.0095,관광숙박업,,자연녹지지역,4,,,,,4,0,0,0,,,0,0,,0,0,,0,252.68,,0,,,,,,,0,,,,253,호스텔업
119,관광숙박업,03_11_01_P,4160000,CDFI2260032023000008,2023-07-18,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 설악면 사룡리 180-11,경기도 가평군 설악면 자잠로 286-11,12460,마콤스테이,2023-07-18 13:16,I,2023-07-20 0:18,,243113.4057,466387.6282,관광숙박업,,자연녹지지역,2,,,,,2,0,0,0,,,0,0,,0,0,,0,344.3,,0,,,,,,,10000000,,,,344,호스텔업
120,관광숙박업,03_11_01_P,5050000,CDFI2260032023000002,2023-07-24,,1,영업/정상,13,영업중,,,,,547012388,,,경상북도 경주시 감포읍 오류리 566-1,경상북도 경주시 감포읍 감포로 250,38125,에스앤비풀빌라호스텔,2023-08-11 13:21,U,2023-08-13 2:40,,426783.5601,259593.0192,관광숙박업,,일반주거지역,5,,,,숙박시설,4,1,8,0,,,0,0,,0,0,,0,1042.02,,0,,,,,,,3000000000,,,,1042,호스텔업
121,관광숙박업,03_11_01_P,3250000,CDFI2260032023000001,2023-07-27,,1,영업/정상,13,영업중,,,,,051-710-2976,,,부산광역시 중구 남포동4가 7,부산광역시 중구 자갈치로59번길 6 (남포동4가),48984,그리핀베이 호텔,2024-02-13 17:42,U,2024-02-15 2:40,,385115.9894,179528.5315,관광숙박업,,상업지역,21,,,,숙박시설,19,2,161,7110,,,0,0,,0,0,,0,7110.4,,0,,,,,,,0,,,,7110,관광호텔업
122,관광숙박업,03_11_01_P,3330000,CDFI2260032023000004,2023-09-06,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 송정동 312-1,"부산광역시 해운대구 송정광어골로 11, 더쿨리스트 호텔 (송정동)",48073,더쿨리스트 호텔,2023-10-19 17:40,U,2023-10-21 2:40,,400223.3051,188956.3267,관광숙박업,,준주거지역,14,,,,,12,2,0,0,,,0,0,,0,0,,0,3495.84,,0,,,,,,,5489999900,,,,3496,관광호텔업
123,관광숙박업,03_11_01_P,3180000,CDFI2260032023000001,2023-08-18,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 여의도동 13-18 컴포트 인 여의도,"서울특별시 영등포구 국회대로72길 7, 컴포트 인 여의도 (여의도동)",7238,컴포트 인 여의도,2024-01-10 17:23,U,2024-01-12 2:40,,192899.0648,447567.1383,관광숙박업,,,12,,,,,10,2,71,4345,,,0,0,,0,0,,0,4344.84,,0,,,,,,,300000000,,,,4345,관광호텔업
124,관광숙박업,03_11_01_P,5690000,CDFI2260032023000002,2023-07-31,,1,영업/정상,13,영업중,,,,,044-866-3086,,,세종특별자치시 어진동 641,세종특별자치시 다솜로 185 (어진동),30120,라고바움 호텔,2023-07-31 14:03,I,2023-08-02 0:18,,224043.9293,332903.9195,관광숙박업,,중심상업지역,4,기타,,,호텔,4,1,31,1408,,,0,0,,0,0,,0,1407.79,,0,,,,,,,50000000,,,,1408,관광호텔업
125,관광숙박업,03_11_01_P,3330000,CDFI2260032023000005,2023-09-06,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 송정동 441-9 스텔라빌딩,"부산광역시 해운대구 송정광어골로 64, 스텔라빌딩 3,4층 (송정동)",48073,스텔라,2023-11-08 9:38,U,2023-11-10 2:40,,399973.6942,188501.6635,관광숙박업,,준주거지역,4,,,,,4,0,2,0,,,0,0,,0,0,,0,248.57,,0,,,,,,,100000000,,,,249,호스텔업
126,관광숙박업,03_11_01_P,4160000,CDFI2260032023000006,2023-07-05,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 청평면 호명리 340-9,경기도 가평군 청평면 호반로 753-7,12455,VILLA COZY,2023-07-05 15:44,I,2023-07-07 0:19,,241198.238,467503.4386,관광숙박업,,자연녹지지역,5,,,,,4,1,0,0,,,0,0,,0,0,,0,758.45,,0,,,,,,,0,,,,758,호스텔업
127,관광숙박업,03_11_01_P,3260000,CDFI2260032023000001,2023-07-19,,1,영업/정상,13,영업중,,,,,051-755-2430,,,부산광역시 서구 암남동 123-15,부산광역시 서구 등대로 27 (암남동),49264,윈덤그랜드부산,2023-07-19 16:00,I,2023-07-21 0:18,,384495.0667,177326.0295,관광숙박업,,일반상업지역,0,기타,,,호텔,28,6,0,0,,,0,0,,0,0,,0,49303.1,,0,,,,,,,1300000000,,,,49303,관광호텔업
